average_distance_travelled,average_fill_percent,deployment_cost,num_bikes,num_empty_bikes,profit,total_fare_collected,vacant_seats
fare_per_dist
2.4869565217391303,28.481012658227847,49.79250000000001,79,56,93.3075,143.10000000000002,1
2.1966666666666663,35.123568414707655,65.33250000000002,79,49,121.86749999999996,187.2,17
2.496153846153846,32.0675105485232,57.00750000000002,79,53,96.59249999999997,153.6,2
2.76,30.379746835443036,56.67000000000003,79,54,88.52999999999993,145.19999999999996,3
2.4103448275862065,35.21699819168174,65.1675,79,50,124.13249999999998,189.29999999999998,14
2.9741935483870967,35.39156626506024,83.67750000000002,83,52,160.82249999999993,244.49999999999997,13
2.162962962962963,30.72289156626506,53.917500000000025,83,56,138.0825,192.00000000000003,6
2.440909090909091,25.602409638554217,45.18000000000001,83,61,107.61999999999998,152.79999999999998,3
2.5799999999999996,28.012048192771083,53.205000000000034,83,58,114.89499999999995,168.1,7
2.552173913043478,26.50602409638554,48.37500000000003,83,60,95.32499999999996,143.7,4
3.0772727272727276,25.301204819277107,50.25750000000002,83,61,93.24249999999998,143.5,4
2.2476190476190476,23.19277108433735,41.94750000000001,83,62,96.75249999999997,138.7,7
2.265,22.89156626506024,40.02,83,63,111.88,151.9,4
2.660869565217391,26.80722891566265,49.19250000000002,83,60,114.60749999999999,163.8,3
2.7239999999999998,28.91566265060241,55.28250000000001,83,58,126.71749999999996,181.99999999999997,4
2.3249999999999997,27.811244979919675,48.712500000000006,83,59,118.28750000000002,167.00000000000003,3
2.5083333333333333,28.313253012048193,50.53500000000002,83,59,118.065,168.60000000000002,2
2.472727272727273,24.698795180722893,45.57,83,61,121.93,167.5,6
2.3199999999999994,22.59036144578313,40.20750000000002,83,63,113.59249999999997,153.79999999999998,5
2.5956521739130434,26.80722891566265,48.54750000000001,83,60,116.95249999999999,165.5,3
2.627272727272727,25.0,46.39500000000002,83,61,95.905,142.3,5
2.710714285714286,31.566265060240966,63.12750000000003,83,55,128.07249999999993,191.19999999999996,8
2.2999999999999994,26.80722891566265,45.94500000000003,83,60,105.95500000000001,151.90000000000003,3
2.4349999999999996,22.289156626506024,40.83750000000001,83,63,92.76250000000002,133.60000000000002,6
2.3800000000000003,27.911646586345384,51.71250000000002,83,58,123.78749999999998,175.5,7
2.6624999999999996,29.619092776987515,65.81250000000001,74,50,156.28749999999997,222.09999999999997,28
2.308333333333333,29.391496759917807,59.17500000000003,74,50,131.625,190.80000000000004,34
2.047368421052632,23.986486486486488,37.62,74,55,92.88,130.5,4
2.5500000000000003,27.184684684684687,52.67250000000003,74,52,105.82749999999997,158.5,22
2.263157894736842,23.986486486486488,38.9625,74,55,78.9375,117.9,4
2.4090909090909087,27.02702702702702,50.865,74,52,92.63499999999999,143.5,20
1.8294117647058823,21.95945945945946,31.762499999999992,74,57,91.03750000000001,122.8,3
2.359090909090909,27.184684684684687,50.16750000000002,74,52,114.73249999999999,164.9,18
2.573913043478261,28.14129919393077,57.23250000000002,74,51,106.56749999999994,163.79999999999995,34
2.5818181818181816,28.333333333333336,54.13500000000001,74,52,123.46499999999997,177.6,15
2.4956521739130433,28.579895685158842,56.19750000000001,74,51,113.10249999999999,169.3,26
2.3199999999999994,25.9009009009009,41.71500000000001,74,54,104.28500000000003,146.00000000000003,3
2.6043478260869573,28.14129919393077,57.96750000000003,74,51,118.43249999999998,176.4,34
2.378260869565217,28.613086770981504,55.34250000000002,74,51,123.05749999999998,178.4,25
2.1619047619047618,25.945945945945947,44.55750000000001,74,53,95.64249999999998,140.2,12
2.4956521739130433,27.574679943100996,56.05500000000002,74,51,90.94500000000004,147.00000000000006,38
2.3478260869565215,28.95211000474158,54.34500000000002,74,51,129.155,183.50000000000003,27
2.1315789473684212,24.324324324324323,37.67250000000001,74,55,83.1275,120.8,4
2.3944444444444444,22.74774774774775,37.365,74,56,83.535,120.9,4
2.8000000000000003,28.1081081081081,56.41500000000002,74,52,116.285,172.70000000000002,16
2.4519999999999995,31.205143540669855,59.467500000000015,76,51,144.83249999999998,204.29999999999998,13
2.033333333333333,29.769736842105264,49.875000000000014,76,52,118.12499999999999,168.0,9
2.1052631578947363,23.464912280701753,37.50749999999999,76,57,92.99250000000004,130.50000000000003,4
2.0149999999999997,24.56140350877193,38.535000000000004,76,56,100.465,139.0,5
2.8749999999999996,29.769736842105264,58.02750000000003,76,52,85.67249999999993,143.69999999999996,9
2.843478260869565,28.61842105263158,52.75500000000002,76,53,90.745,143.50000000000003,5
2.660869565217391,28.728070175438592,51.464999999999996,76,53,94.035,145.5,4
2.5958333333333328,28.89254385964912,54.8925,76,52,110.00750000000004,164.90000000000003,11
2.5416666666666665,30.098684210526315,55.25250000000004,76,52,108.54749999999991,163.79999999999995,8
2.307692307692307,31.300133689839573,60.30000000000002,76,50,123.19999999999999,183.5,27
2.4079999999999995,30.218301435406698,57.142500000000005,76,51,103.95749999999995,161.09999999999997,18
2.295,25.109649122807017,40.94249999999999,76,56,97.2575,138.2,3
2.4299999999999997,25.54824561403509,42.0525,76,56,118.54749999999999,160.6,2
2.2695652173913037,28.673245614035093,50.29500000000003,76,53,117.10499999999992,167.39999999999995,8
2.1380952380952385,25.986842105263158,42.30750000000001,76,55,97.89250000000001,140.20000000000002,4
2.586363636363636,27.741228070175435,48.36750000000001,76,54,89.5325,137.9,3
2.0227272727272725,27.412280701754383,43.29,76,54,103.31,146.6,4
2.707999999999999,30.66686602870814,60.38250000000003,76,51,93.21749999999997,153.6,16
2.44,24.45175438596491,41.64750000000001,76,56,89.2525,130.9,5
2.423076923076923,32.25443287362791,62.19000000000001,76,50,128.20999999999998,190.4,22
2.5241379310344825,32.55809616173673,71.19750000000005,83,54,138.8025,210.00000000000006,29
2.03103448275862,32.12229723848956,63.63000000000004,83,54,127.17,190.80000000000004,34
2.361538461538461,29.61847389558233,55.23750000000001,83,57,97.56249999999997,152.79999999999998,5
2.4142857142857137,31.295771320576424,63.877500000000005,83,55,101.6225,165.5,22
2.4961538461538453,29.91967871485944,56.167500000000025,83,57,86.5325,142.70000000000002,4
2.5478260869565217,26.004016064257023,49.32750000000001,83,60,89.27250000000001,138.60000000000002,4
2.25,29.618473895582326,53.96250000000003,83,57,91.53749999999997,145.5,5
2.2692307692307687,29.91967871485944,53.88750000000001,83,57,111.01249999999999,164.9,4
2.3719999999999994,28.915662650602414,53.04000000000001,83,58,105.35999999999993,158.39999999999995,3
2.428571428571428,31.880463028584927,64.97250000000003,83,55,117.62749999999997,182.6,17
1.964,28.212851405622487,48.390000000000015,83,58,99.91000000000003,148.30000000000004,5
2.344,29.317269076305216,52.500000000000014,83,58,110.99999999999999,163.5,2
2.0407407407407407,30.92369477911647,55.86750000000001,83,56,120.5325,176.4,7
2.2642857142857142,31.880463028584927,61.84500000000002,83,55,116.55499999999998,178.4,15
2.639285714285714,31.59697613985353,66.64500000000001,83,55,100.45499999999998,167.1,21
2.4119999999999995,29.317269076305216,53.2725,83,58,89.82749999999999,143.1,2
2.875862068965517,32.078157832568664,73.50750000000002,83,54,111.29249999999999,184.8,33
2.338461538461538,29.317269076305223,54.14250000000002,83,57,91.6575,145.8,6
2.3076923076923075,29.91967871485944,54.27750000000002,83,57,90.22249999999995,144.49999999999997,4
2.0107142857142857,31.19536971415072,59.37000000000001,83,55,116.73000000000002,176.10000000000002,22
2.513793103448275,36.0,73.61250000000007,75,46,144.38749999999996,218.00000000000003,24
2.032142857142857,34.46666666666667,62.805000000000035,75,47,120.69499999999996,183.5,23
2.207407407407407,32.97777777777778,58.22250000000002,75,48,94.57749999999999,152.8,17
2.2749999999999995,34.15555555555555,65.37750000000001,75,47,100.12249999999999,165.5,23
2.5538461538461528,33.4,58.83000000000002,75,49,83.87,142.70000000000002,4
2.396153846153846,32.86666666666667,56.42250000000002,75,49,87.07749999999999,143.5,6
2.3458333333333337,31.666666666666668,49.57500000000001,75,51,94.52499999999998,144.1,1
2.2740740740740737,33.08888888888888,58.97250000000002,75,48,105.92749999999995,164.89999999999998,16
2.3000000000000003,30.0,48.68250000000002,75,51,101.01749999999997,149.7,5
2.518518518518518,34.15555555555555,63.78000000000002,75,48,115.61999999999992,179.39999999999995,11
2.3037037037037034,33.84444444444445,60.5775,75,48,103.5225,164.1,13
2.2714285714285714,27.333333333333332,42.30749999999999,75,54,102.29250000000003,144.60000000000002,2
2.4040000000000004,32.333333333333336,52.980000000000004,75,50,118.42,171.4,2
2.678571428571428,34.77777777777777,68.64750000000004,75,47,108.95249999999996,177.6,18
2.3333333333333335,34.333333333333336,60.5475,75,48,106.5525,167.1,10
2.4399999999999995,32.666666666666664,52.627500000000005,75,50,89.67249999999999,142.29999999999998,2
2.485714285714285,35.48888888888889,67.52250000000004,75,47,119.67750000000001,187.20000000000005,11
2.7074074074074073,34.44444444444445,65.13750000000002,75,48,91.86250000000001,157.00000000000003,9
2.6499999999999995,33.13333333333333,60.22500000000003,75,49,83.87499999999997,144.1,5
2.296551724137931,35.55555555555555,69.50250000000004,75,46,115.19749999999998,184.70000000000002,28
2.295833333333333,33.77450980392157,56.272500000000015,68,44,149.82750000000001,206.10000000000002,20
2.111999999999999,34.075630252100844,56.550000000000004,68,43,134.25,190.8,27
2.4272727272727272,31.00490196078431,47.05500000000001,68,46,104.24500000000003,151.30000000000004,3
2.288,33.12675070028011,59.51250000000001,68,43,107.28749999999997,166.79999999999998,31
2.673913043478261,31.862745098039213,53.737500000000026,68,45,89.96249999999996,143.7,10
2.3904761904761904,28.431372549019606,44.062500000000014,68,47,94.53750000000001,138.60000000000002,6
2.4190476190476184,28.799019607843135,44.677500000000016,68,47,94.02250000000001,138.70000000000002,5
2.3249999999999997,31.568627450980397,54.30000000000002,68,44,110.60000000000002,164.90000000000003,32
2.483333333333333,32.62254901960785,56.16000000000002,68,44,107.63999999999999,163.8,29
2.358333333333333,33.06372549019608,55.755,68,44,126.24500000000003,182.00000000000003,23
2.3249999999999997,32.18137254901961,54.33750000000001,68,44,107.5625,161.9,31
2.504166666666667,33.06372549019608,57.09000000000002,68,44,112.71,169.8,23
2.4130434782608696,31.740196078431374,51.76500000000003,68,45,119.73499999999997,171.5,13
2.7260869565217383,31.004901960784316,53.94000000000004,68,45,113.45999999999997,167.4,13
2.094444444444444,25.0,35.23500000000001,68,50,96.76499999999999,132.0,3
2.438095238095238,29.534313725490193,45.45750000000001,68,47,94.7425,140.20000000000002,3
2.195652173913043,31.25,48.435000000000024,68,45,111.46499999999997,159.9,13
2.3791666666666664,32.08333333333333,54.14250000000002,68,44,97.75750000000002,151.90000000000003,29
2.454999999999999,27.573529411764707,42.210000000000015,68,48,91.38999999999999,133.6,4
2.2760000000000002,34.082633053221286,58.170000000000016,68,43,131.12999999999997,189.29999999999998,24
2.2275862068965515,32.80392156862745,70.00500000000004,85,56,145.9949999999999,215.99999999999991,13
2.3733333333333335,32.69117647058823,75.78000000000004,85,55,120.21999999999993,195.99999999999997,27
2.1178571428571424,30.352941176470587,62.617500000000014,85,57,90.18249999999998,152.79999999999998,16
2.5241379310344825,31.549019607843142,72.13500000000003,85,56,93.46499999999999,165.60000000000002,21
2.367857142857143,30.941176470588236,66.51750000000003,85,57,77.18249999999996,143.7,13
2.4037037037037035,30.0,61.02000000000003,85,58,82.4799999999999,143.49999999999994,7
2.088461538461538,28.470588235294116,55.08000000000002,85,59,85.61999999999995,140.69999999999996,7
2.2392857142857143,30.470588235294116,63.71250000000002,85,57,101.18749999999999,164.9,15
2.0961538461538467,29.254901960784313,54.960000000000036,85,59,98.44,153.40000000000003,5
1.6703703703703705,29.549019607843135,53.85000000000001,85,58,102.84999999999998,156.7,10
2.278571428571428,31.529411764705884,66.15000000000003,85,57,101.04999999999993,167.19999999999996,8
2.349999999999999,28.960784313725487,57.48000000000001,85,59,93.32,150.8,6
2.0928571428571425,31.137254901960787,62.565000000000026,85,57,113.83499999999992,176.39999999999995,12
2.3827586206896543,32.03921568627451,71.17500000000004,85,56,107.22499999999994,178.39999999999998,15
2.664285714285714,31.372549019607842,70.57500000000003,85,57,95.92499999999997,166.5,10
2.137037037037037,30.235294117647058,59.39250000000001,85,58,83.70749999999998,143.1,7
2.2551724137931033,32.588235294117645,68.89500000000004,85,56,118.30499999999995,187.2,10
2.2862068965517244,31.333333333333336,68.72250000000003,85,56,84.87749999999994,153.59999999999997,21
2.1,30.862745098039213,62.55000000000004,85,57,82.64999999999998,145.20000000000002,13
2.2933333333333326,32.779411764705884,73.63500000000003,85,55,115.66499999999995,189.29999999999998,28
3.481818181818181,36.969305794607,102.94500000000008,83,50,156.7549999999999,259.7,16
2.004166666666667,26.907630522088354,46.14000000000002,83,59,121.85999999999999,168.0,6
2.6086956521739126,25.903614457831324,48.81750000000001,83,60,103.98249999999997,152.79999999999998,6
2.0100000000000002,22.289156626506024,38.0475,83,63,100.9525,139.0,6
2.940909090909092,25.301204819277107,49.45500000000001,83,61,90.04499999999999,139.5,4
2.7499999999999996,25.301204819277107,47.91000000000002,83,61,95.38999999999996,143.29999999999998,4
2.491304347826087,25.602409638554217,48.217500000000015,83,60,94.98249999999997,143.2,7
2.5624999999999996,26.305220883534137,50.94000000000002,83,59,113.95999999999995,164.89999999999998,8
2.414285714285714,23.795180722891565,43.05,83,62,106.64999999999999,149.7,5
2.4769230769230766,30.120481927710845,55.05000000000002,83,57,128.04999999999998,183.1,4
2.238888888888889,21.08433734939759,35.482499999999995,83,65,93.51750000000001,129.0,2
2.484210526315789,22.289156626506024,39.30749999999999,83,64,105.29250000000003,144.60000000000002,2
2.085,22.89156626506024,38.707499999999996,83,63,117.79249999999998,156.49999999999997,4
2.8269230769230775,30.42168674698795,58.58250000000003,83,57,119.81749999999994,178.39999999999998,3
2.7119999999999997,28.413654618473892,54.57000000000002,83,58,112.52999999999997,167.1,5
2.5000000000000004,25.301204819277107,45.75,83,61,96.54999999999998,142.29999999999998,4
2.996296296296296,31.325301204819276,62.74500000000002,83,56,127.05499999999999,189.8,4
2.5391304347826082,26.80722891566265,48.412500000000016,83,60,106.18749999999997,154.6,3
2.4869565217391303,26.80722891566265,47.8875,83,60,97.31250000000001,145.20000000000002,3
2.7357142857142853,31.867469879518072,64.44000000000001,83,55,125.95999999999997,190.39999999999998,7
2.6606060606060606,37.353479853479854,81.69750000000005,84,51,164.1025,245.80000000000004,15
2.2407407407407405,30.456349206349202,55.57500000000003,84,57,127.02499999999996,182.6,5
2.268,27.38095238095238,51.442500000000024,84,59,101.35749999999999,152.8,6
2.3555555555555547,31.25,57.06000000000003,84,57,109.93999999999997,167.0,3
2.507999999999999,28.571428571428573,53.39250000000004,84,59,90.30749999999995,143.7,3
2.704166666666666,27.281746031746035,52.732500000000016,84,60,90.76750000000004,143.50000000000006,4
2.0842105263157897,22.023809523809526,36.3525,84,65,95.94749999999999,132.29999999999998,2
2.336363636363636,24.206349206349206,44.80500000000002,84,62,107.09500000000001,151.90000000000003,6
2.4679999999999995,28.472222222222225,53.39250000000002,84,59,109.80749999999998,163.2,4
1.9296296296296291,30.853174603174608,52.447500000000026,84,57,128.8525,181.3,4
2.1307692307692307,29.365079365079364,51.99750000000002,84,58,111.30249999999997,163.29999999999998,4
2.2888888888888888,31.25,56.550000000000026,84,57,113.24999999999993,169.79999999999995,3
2.334782608695652,26.289682539682538,47.452500000000015,84,61,120.04749999999996,167.49999999999997,3
2.1952380952380954,23.61111111111111,41.50499999999999,84,63,112.29500000000002,153.8,4
2.480769230769231,30.05952380952381,56.06250000000003,84,58,111.0375,167.10000000000002,3
2.4739130434782606,26.785714285714285,48.29250000000002,84,61,94.00749999999994,142.29999999999995,2
2.31,33.63095238095238,62.76000000000003,84,54,124.44000000000001,187.20000000000005,7
2.214814814814815,30.05952380952381,55.29750000000002,84,57,98.30249999999998,153.6,6
2.42,28.571428571428573,52.92000000000003,84,59,92.27999999999999,145.20000000000002,3
2.448275862068965,33.035714285714285,62.73000000000003,84,55,126.56999999999998,189.3,5
2.588,32.62998575498576,63.4275,72,47,156.97249999999994,220.39999999999995,19
2.5999999999999996,31.481481481481485,58.81500000000002,72,48,128.08499999999998,186.9,12
2.5421052631578944,25.0,41.355,72,53,93.44500000000002,134.8,4
2.0842105263157897,25.0,37.65749999999999,72,53,101.3425,139.0,4
2.0823529411764703,22.800925925925924,33.19499999999999,72,55,83.70499999999998,116.89999999999998,2
2.686363636363636,28.819444444444443,49.9125,72,50,93.58750000000003,143.50000000000003,5
2.142857142857143,27.77777777777778,43.31250000000001,72,51,100.18749999999997,143.49999999999997,4
2.0619047619047617,27.77777777777778,42.27,72,51,118.33000000000001,160.60000000000002,4
2.2428571428571424,27.430555555555557,43.49999999999999,72,51,109.89999999999998,153.39999999999998,5
2.2879999999999994,31.695156695156697,58.740000000000016,72,47,124.75999999999996,183.49999999999997,22
2.0349999999999997,25.34722222222222,39.39,72,52,91.91000000000001,131.3,7
2.4499999999999997,26.041666666666668,42.9825,72,52,94.01749999999997,136.99999999999997,5
2.315,25.694444444444443,41.9025,72,52,114.59750000000003,156.50000000000003,6
2.509523809523809,27.77777777777778,46.005,72,51,110.89499999999998,156.89999999999998,4
1.9777777777777774,23.26388888888889,34.957499999999996,72,54,97.0425,132.0,4
2.2285714285714286,27.083333333333332,43.50000000000001,72,51,94.89999999999998,138.39999999999998,6
3.0749999999999997,31.94444444444445,62.917500000000025,72,48,122.18249999999998,185.1,7
2.6608695652173906,30.90277777777778,54.26250000000001,72,49,99.33749999999998,153.6,3
2.559090909090909,29.166666666666668,48.48750000000001,72,50,90.01249999999996,138.49999999999997,4
2.4727272727272727,28.00925925925926,50.56500000000001,72,50,113.135,163.70000000000002,9
3.020689655172414,35.58374398710533,76.97250000000007,77,48,165.9275,242.90000000000006,25
2.384,30.844155844155843,51.645000000000024,77,52,131.85499999999996,183.5,4
